product_id,product_name,category,warehouse,location,quantity,price,supplier,current_status,last_restocked
1347,"Gadget Z",Electronics,"Warehouse 2","Aisle 1",50,49.99,"Supplier D","Low Stock",NULL
1347,"Widget A",Electronics,"Warehouse 3","Aisle 5",200,29.99,"Supplier B","In Stock",2023-01-15
1348,"Gadget Y",Toys,"Warehouse 2","Aisle 3",150,9.99,"Supplier C","Low Stock",2022-12-20
1348,"Widget C",Clothing,"Warehouse 1","Aisle 5",NULL,19.99,"Supplier C","Out of Stock",2023-04-25
1353,"Gadget X",Furniture,"Warehouse 3","Aisle 3",300,19.99,"Supplier B","In Stock",2023-04-25
1356,"Widget B",Electronics,"Warehouse 3","Aisle 4",200,9.99,"Supplier B","In Stock",2023-04-25
1357,"Widget C",Clothing,"Warehouse 1","Aisle 1",200,49.99,"Supplier A","In Stock",2023-03-05
1358,"Gadget X",Furniture,"Warehouse 3","Aisle 3",300,29.99,"Supplier B","In Stock",2022-12-20
1360,"Widget B",Furniture,"Warehouse 1","Aisle 3",200,49.99,"Supplier D","In Stock",2023-03-05
1364,"Gadget Y",Electronics,"Warehouse 3","Aisle 1",300,19.99,"Supplier D","In Stock",2022-12-20
1364,"Widget C",Furniture,"Warehouse 1","Aisle 2",300,9.99,"Supplier C","In Stock",2023-03-05
1366,"Gadget X",Clothing,"Warehouse 3","Aisle 2",150,19.99,"Supplier A","Low Stock",2023-03-05
1366,"Gadget Y",Toys,"Warehouse 2","Aisle 3",100,29.99,"Supplier D","Low Stock",2022-12-20
1368,"Gadget Z",Electronics,"Warehouse 1","Aisle 1",50,19.99,"Supplier B","Low Stock",2023-03-05
1368,"Widget C",Electronics,"Warehouse 1","Aisle 3",200,19.99,"Supplier D","In Stock",NULL
1369,"Widget C",Clothing,"Warehouse 3","Aisle 4",NULL,19.99,"Supplier B","Out of Stock",2023-03-05
1372,"Gadget X",Clothing,"Warehouse 2","Aisle 3",200,29.99,"Supplier C","In Stock",NULL
1372,"Gadget Y",Furniture,"Warehouse 2","Aisle 1",200,49.99,"Supplier A","In Stock",2023-03-05
1372,"Widget B",Electronics,"Warehouse 2","Aisle 3",300,49.99,"Supplier C","In Stock",2022-12-20
1372,"Widget C",Electronics,"Warehouse 2","Aisle 2",50,49.99,"Supplier C","Low Stock",2023-04-25
1373,"Widget B",Toys,"Warehouse 2","Aisle 3",150,9.99,"Supplier A","Low Stock",2023-03-05
1374,"Widget B",Toys,"Warehouse 1","Aisle 5",50,29.99,"Supplier A","Low Stock",2023-04-25
1376,"Gadget Z",Furniture,"Warehouse 3","Aisle 1",50,29.99,"Supplier D","Low Stock",2023-04-25
1378,"Widget B",Electronics,"Warehouse 1","Aisle 1",300,19.99,"Supplier B","In Stock",2023-03-05
1379,"Gadget Y",Clothing,"Warehouse 2","Aisle 2",100,9.99,"Supplier A","Low Stock",2023-04-25
1379,"Widget C",Electronics,"Warehouse 2","Aisle 3",200,29.99,"Supplier B","In Stock",2022-12-20
1383,"Widget A",Furniture,"Warehouse 1","Aisle 4",100,19.99,"Supplier C","Low Stock",NULL
1384,"Gadget Z",Toys,"Warehouse 2","Aisle 5",50,29.99,"Supplier C","Low Stock",2023-03-05
1384,"Widget B",Furniture,"Warehouse 3","Aisle 2",100,29.99,"Supplier A","Low Stock",2023-04-25
1385,"Gadget X",Toys,"Warehouse 3","Aisle 3",300,19.99,"Supplier B","In Stock",2023-04-25
1385,"Gadget Z",Clothing,"Warehouse 1","Aisle 4",50,19.99,"Supplier B","Low Stock",NULL
1386,"Widget A",Toys,"Warehouse 3","Aisle 3",300,19.99,"Supplier B","In Stock",2023-04-25
1386,"Widget C",Clothing,"Warehouse 1","Aisle 2",50,19.99,"Supplier B","Low Stock",2023-04-25
1387,"Gadget Z",Toys,"Warehouse 2","Aisle 3",NULL,29.99,"Supplier C","Out of Stock",NULL
1387,"Widget A",Furniture,"Warehouse 2","Aisle 2",NULL,29.99,"Supplier D","Out of Stock",NULL
1389,"Gadget Z",Electronics,"Warehouse 1","Aisle 5",300,29.99,"Supplier D","In Stock",2023-01-15
1391,"Gadget Z",Furniture,"Warehouse 2","Aisle 3",NULL,9.99,"Supplier B","Out of Stock",2022-12-20
1391,"Widget B",Toys,"Warehouse 2","Aisle 5",50,29.99,"Supplier A","Low Stock",2023-03-05
1392,"Gadget Z",Clothing,"Warehouse 2","Aisle 4",NULL,9.99,"Supplier B","Out of Stock",2023-03-05
1392,"Widget A",Furniture,"Warehouse 1","Aisle 5",200,29.99,"Supplier A","In Stock",2022-12-20
1392,"Widget C",Electronics,"Warehouse 2","Aisle 3",NULL,19.99,"Supplier C","Out of Stock",NULL
1393,"Gadget Y",Toys,"Warehouse 3","Aisle 2",150,29.99,"Supplier B","Low Stock",NULL
1395,"Widget B",Clothing,"Warehouse 2","Aisle 5",NULL,9.99,"Supplier C","Out of Stock",2023-01-15
1395,"Widget C",Electronics,"Warehouse 1","Aisle 1",50,49.99,"Supplier C","Low Stock",2022-12-20
1396,"Gadget Z",Clothing,"Warehouse 1","Aisle 5",100,29.99,"Supplier A","Low Stock",2023-03-05
1396,"Widget A",Toys,"Warehouse 1","Aisle 1",150,29.99,"Supplier D","Low Stock",NULL
1397,"Gadget Z",Electronics,"Warehouse 2","Aisle 3",100,49.99,"Supplier C","Low Stock",2022-12-20
1397,"Widget B",Electronics,"Warehouse 1","Aisle 4",100,29.99,"Supplier A","Low Stock",2023-03-05
1399,"Widget B",Electronics,"Warehouse 3","Aisle 5",50,9.99,"Supplier C","Low Stock",2023-03-05
1400,"Gadget X",Toys,"Warehouse 1","Aisle 4",100,9.99,"Supplier B","Low Stock",2023-04-25
1401,"Widget B",Furniture,"Warehouse 3","Aisle 2",150,49.99,"Supplier D","Low Stock",NULL
1401,"Widget C",Clothing,"Warehouse 3","Aisle 4",300,49.99,"Supplier B","In Stock",2023-01-15
1402,"Gadget X",Toys,"Warehouse 3","Aisle 4",NULL,9.99,"Supplier D","Out of Stock",NULL
1402,"Gadget Y",Electronics,"Warehouse 1","Aisle 3",150,19.99,"Supplier B","Low Stock",2022-12-20
1403,"Gadget Z",Furniture,"Warehouse 2","Aisle 1",200,29.99,"Supplier C","In Stock",2023-01-15
1406,"Gadget X",Clothing,"Warehouse 2","Aisle 3",100,29.99,"Supplier A","Low Stock",2023-03-05
1406,"Widget A",Toys,"Warehouse 1","Aisle 3",200,19.99,"Supplier B","In Stock",2022-12-20
1407,"Widget B",Clothing,"Warehouse 1","Aisle 1",200,19.99,"Supplier B","In Stock",2023-01-15
1407,"Widget C",Clothing,"Warehouse 2","Aisle 3",NULL,19.99,"Supplier B","Out of Stock",2023-01-15
1408,"Widget C",Electronics,"Warehouse 1","Aisle 3",NULL,29.99,"Supplier C","Out of Stock",2023-04-25
1410,"Gadget X",Clothing,"Warehouse 1","Aisle 2",50,49.99,"Supplier B","Low Stock",2023-04-25
1412,"Widget A",Electronics,"Warehouse 3","Aisle 1",200,29.99,"Supplier B","In Stock",NULL
1413,"Gadget Y",Electronics,"Warehouse 3","Aisle 3",150,9.99,"Supplier C","Low Stock",2022-12-20
1414,"Gadget X",Electronics,"Warehouse 3","Aisle 4",200,29.99,"Supplier B","In Stock",2023-03-05
1416,"Widget A",Clothing,"Warehouse 2","Aisle 1",50,49.99,"Supplier D","Low Stock",2023-03-05
1418,"Widget A",Toys,"Warehouse 1","Aisle 3",300,19.99,"Supplier A","In Stock",NULL
1419,"Gadget X",Furniture,"Warehouse 2","Aisle 1",150,29.99,"Supplier D","Low Stock",2023-01-15
1421,"Gadget Y",Toys,"Warehouse 1","Aisle 3",150,9.99,"Supplier C","Low Stock",2023-01-15
1421,"Widget C",Electronics,"Warehouse 3","Aisle 1",100,9.99,"Supplier B","Low Stock",2022-12-20
1426,"Gadget Z",Furniture,"Warehouse 2","Aisle 2",100,49.99,"Supplier B","Low Stock",NULL
1427,"Widget B",Electronics,"Warehouse 2","Aisle 3",100,19.99,"Supplier D","Low Stock",2022-12-20
1431,"Gadget X",Furniture,"Warehouse 1","Aisle 2",NULL,9.99,"Supplier A","Out of Stock",NULL
1434,"Gadget Z",Furniture,"Warehouse 1","Aisle 3",150,29.99,"Supplier C","Low Stock",2022-12-20
1435,"Gadget Y",Electronics,"Warehouse 2","Aisle 4",200,19.99,"Supplier C","In Stock",NULL
1437,"Gadget Z",Furniture,"Warehouse 1","Aisle 4",200,49.99,"Supplier D","In Stock",2023-03-05
1438,"Gadget Z",Toys,"Warehouse 2","Aisle 2",300,19.99,"Supplier B","In Stock",NULL
1440,"Gadget Y",Toys,"Warehouse 1","Aisle 5",200,19.99,"Supplier B","In Stock",2022-12-20
1441,"Gadget X",Furniture,"Warehouse 3","Aisle 5",100,49.99,"Supplier A","Low Stock",2023-01-15
1443,"Gadget Y",Electronics,"Warehouse 1","Aisle 4",NULL,29.99,"Supplier A","Out of Stock",2023-04-25
1444,"Gadget Z",Toys,"Warehouse 1","Aisle 2",300,49.99,"Supplier B","In Stock",2023-01-15
1446,"Widget B",Clothing,"Warehouse 1","Aisle 3",100,49.99,"Supplier B","Low Stock",NULL
1449,"Gadget X",Furniture,"Warehouse 2","Aisle 3",NULL,29.99,"Supplier B","Out of Stock",NULL
1450,"Widget A",Electronics,"Warehouse 2","Aisle 5",200,9.99,"Supplier D","In Stock",2023-03-05
1452,"Gadget Y",Toys,"Warehouse 1","Aisle 5",300,29.99,"Supplier B","In Stock",2023-01-15
1452,"Widget A",Electronics,"Warehouse 1","Aisle 5",100,29.99,"Supplier A","Low Stock",2023-03-05
1454,"Widget A",Clothing,"Warehouse 3","Aisle 1",100,9.99,"Supplier A","Low Stock",2022-12-20
1455,"Widget A",Furniture,"Warehouse 3","Aisle 3",50,19.99,"Supplier A","Low Stock",2023-03-05
1455,"Widget C",Toys,"Warehouse 2","Aisle 1",200,19.99,"Supplier D","In Stock",2023-01-15
1456,"Gadget Z",Electronics,"Warehouse 3","Aisle 3",100,19.99,"Supplier D","Low Stock",2023-04-25
1458,"Widget C",Furniture,"Warehouse 2","Aisle 3",300,49.99,"Supplier A","In Stock",2023-03-05
1461,"Widget C",Electronics,"Warehouse 1","Aisle 2",100,9.99,"Supplier A","Low Stock",2022-12-20
1463,"Widget A",Toys,"Warehouse 1","Aisle 4",150,49.99,"Supplier A","Low Stock",NULL
1466,"Widget A",Clothing,"Warehouse 3","Aisle 1",NULL,49.99,"Supplier B","Out of Stock",2023-01-15
1468,"Widget C",Electronics,"Warehouse 3","Aisle 3",200,9.99,"Supplier B","In Stock",2023-03-05
1470,"Gadget X",Furniture,"Warehouse 2","Aisle 1",50,29.99,"Supplier D","Low Stock",2023-03-05
1470,"Widget B",Toys,"Warehouse 1","Aisle 4",NULL,49.99,"Supplier D","Out of Stock",2023-03-05
1471,"Widget A",Electronics,"Warehouse 3","Aisle 4",100,29.99,"Supplier A","Low Stock",2023-01-15
1472,"Gadget Y",Electronics,"Warehouse 1","Aisle 1",100,19.99,"Supplier A","Low Stock",2023-04-25
1473,"Gadget Z",Furniture,"Warehouse 2","Aisle 3",NULL,19.99,"Supplier C","Out of Stock",NULL
1473,"Widget B",Furniture,"Warehouse 1","Aisle 5",100,29.99,"Supplier D","Low Stock",2023-04-25
1474,"Gadget Z",Electronics,"Warehouse 2","Aisle 4",300,49.99,"Supplier D","In Stock",2023-01-15
1474,"Widget A",Furniture,"Warehouse 2","Aisle 4",200,29.99,"Supplier D","In Stock",2023-03-05
1475,"Widget A",Furniture,"Warehouse 2","Aisle 1",50,29.99,"Supplier B","Low Stock",2023-01-15
1476,"Gadget Y",Toys,"Warehouse 1","Aisle 5",200,29.99,"Supplier B","In Stock",2023-03-05
1476,"Widget A",Electronics,"Warehouse 1","Aisle 3",50,9.99,"Supplier C","Low Stock",2022-12-20
1480,"Gadget Z",Clothing,"Warehouse 1","Aisle 2",50,29.99,"Supplier A","Low Stock",2023-03-05
1483,"Gadget Y",Toys,"Warehouse 1","Aisle 5",150,9.99,"Supplier D","Low Stock",NULL
1484,"Widget A",Electronics,"Warehouse 3","Aisle 5",200,49.99,"Supplier C","In Stock",NULL
1487,"Gadget Z",Toys,"Warehouse 3","Aisle 1",150,9.99,"Supplier D","Low Stock",2022-12-20
1488,"Gadget Y",Electronics,"Warehouse 2","Aisle 1",300,9.99,"Supplier A","In Stock",2022-12-20
1489,"Widget C",Clothing,"Warehouse 2","Aisle 4",300,9.99,"Supplier C","In Stock",2023-01-15
1491,"Gadget Y",Electronics,"Warehouse 3","Aisle 2",300,19.99,"Supplier A","In Stock",2022-12-20
1491,"Widget A",Electronics,"Warehouse 1","Aisle 5",100,19.99,"Supplier D","Low Stock",2023-01-15
1492,"Widget A",Electronics,"Warehouse 3","Aisle 3",100,29.99,"Supplier D","Low Stock",2023-04-25
1492,"Widget B",Clothing,"Warehouse 1","Aisle 5",NULL,29.99,"Supplier A","Out of Stock",2023-03-05
1496,"Gadget X",Furniture,"Warehouse 1","Aisle 2",50,49.99,"Supplier C","Low Stock",2023-04-25
1496,"Widget C",Toys,"Warehouse 2","Aisle 3",300,29.99,"Supplier A","In Stock",NULL
1498,"Gadget X",Toys,"Warehouse 2","Aisle 5",150,19.99,"Supplier C","Low Stock",2023-01-15
1498,"Widget A",Furniture,"Warehouse 1","Aisle 1",150,19.99,"Supplier A","Low Stock",2023-01-15
1500,"Widget A",Toys,"Warehouse 2","Aisle 5",100,19.99,"Supplier D","Low Stock",2022-12-20
1502,"Gadget X",Furniture,"Warehouse 1","Aisle 4",NULL,9.99,"Supplier B","Out of Stock",2023-01-15
1503,"Gadget Y",Clothing,"Warehouse 2","Aisle 2",150,49.99,"Supplier B","Low Stock",2023-01-15
1504,"Widget B",Furniture,"Warehouse 3","Aisle 4",NULL,19.99,"Supplier C","Out of Stock",2023-01-15
1504,"Widget C",Clothing,"Warehouse 3","Aisle 3",50,19.99,"Supplier C","Low Stock",2022-12-20
1505,"Gadget Z",Furniture,"Warehouse 3","Aisle 2",NULL,19.99,"Supplier D","Out of Stock",2023-04-25
1505,"Widget A",Electronics,"Warehouse 2","Aisle 1",NULL,29.99,"Supplier B","Out of Stock",2023-04-25
1507,"Widget A",Electronics,"Warehouse 1","Aisle 2",200,29.99,"Supplier B","In Stock",2022-12-20
1508,"Widget B",Electronics,"Warehouse 2","Aisle 3",200,49.99,"Supplier A","In Stock",2022-12-20
1509,"Gadget X",Toys,"Warehouse 3","Aisle 2",300,29.99,"Supplier D","In Stock",2023-03-05
1510,"Gadget X",Furniture,"Warehouse 3","Aisle 2",150,29.99,"Supplier A","Low Stock",2022-12-20
1510,"Widget C",Toys,"Warehouse 2","Aisle 4",300,9.99,"Supplier B","In Stock",2023-03-05
1511,"Widget B",Electronics,"Warehouse 2","Aisle 3",150,49.99,"Supplier C","Low Stock",NULL
1511,"Widget C",Clothing,"Warehouse 2","Aisle 3",200,29.99,"Supplier A","In Stock",2022-12-20
1512,"Widget A",Toys,"Warehouse 3","Aisle 4",200,19.99,"Supplier C","In Stock",2023-03-05
1512,"Widget B",Electronics,"Warehouse 3","Aisle 3",150,49.99,"Supplier A","Low Stock",2023-03-05
1515,"Gadget Y",Clothing,"Warehouse 2","Aisle 2",50,29.99,"Supplier A","Low Stock",NULL
1516,"Widget A",Furniture,"Warehouse 1","Aisle 1",150,19.99,"Supplier C","Low Stock",NULL
1517,"Widget A",Clothing,"Warehouse 1","Aisle 1",NULL,49.99,"Supplier C","Out of Stock",2023-01-15
1518,"Gadget X",Clothing,"Warehouse 3","Aisle 4",150,29.99,"Supplier A","Low Stock",2023-01-15
1520,"Gadget Y",Furniture,"Warehouse 1","Aisle 3",150,19.99,"Supplier B","Low Stock",2022-12-20
1521,"Gadget Z",Electronics,"Warehouse 1","Aisle 3",100,29.99,"Supplier B","Low Stock",2023-03-05
1524,"Gadget Z",Clothing,"Warehouse 3","Aisle 1",300,49.99,"Supplier B","In Stock",2023-01-15
1525,"Gadget Z",Clothing,"Warehouse 1","Aisle 1",150,49.99,"Supplier D","Low Stock",NULL
1530,"Widget B",Toys,"Warehouse 1","Aisle 1",100,49.99,"Supplier B","Low Stock",2023-03-05
1531,"Widget A",Clothing,"Warehouse 1","Aisle 2",200,49.99,"Supplier C","In Stock",2023-04-25
1539,"Widget A",Furniture,"Warehouse 1","Aisle 3",150,19.99,"Supplier B","Low Stock",2023-04-25
1540,"Widget B",Electronics,"Warehouse 2","Aisle 1",100,29.99,"Supplier B","Low Stock",2023-03-05
1546,"Gadget Z",Electronics,"Warehouse 2","Aisle 4",300,19.99,"Supplier A","In Stock",NULL
1546,"Widget C",Furniture,"Warehouse 2","Aisle 2",NULL,9.99,"Supplier C","Out of Stock",2023-01-15
1547,"Widget B",Toys,"Warehouse 2","Aisle 1",200,9.99,"Supplier C","In Stock",NULL
1550,"Gadget Z",Clothing,"Warehouse 1","Aisle 1",NULL,19.99,"Supplier B","Out of Stock",2023-01-15
1550,"Widget A",Electronics,"Warehouse 1","Aisle 1",300,49.99,"Supplier B","In Stock",2022-12-20
1553,"Gadget X",Furniture,"Warehouse 1","Aisle 3",100,29.99,"Supplier C","Low Stock",2023-04-25
1555,"Gadget Y",Electronics,"Warehouse 3","Aisle 1",100,19.99,"Supplier C","Low Stock",2022-12-20
1555,"Gadget Z",Furniture,"Warehouse 1","Aisle 3",300,9.99,"Supplier A","In Stock",NULL
1555,"Widget A",Toys,"Warehouse 2","Aisle 5",50,9.99,"Supplier B","Low Stock",2022-12-20
1555,"Widget B",Clothing,"Warehouse 2","Aisle 5",200,19.99,"Supplier A","In Stock",NULL
1556,"Gadget X",Clothing,"Warehouse 1","Aisle 3",50,49.99,"Supplier C","Low Stock",2023-04-25
1559,"Widget A",Electronics,"Warehouse 1","Aisle 1",300,19.99,"Supplier B","In Stock",2023-04-25
1560,"Gadget Z",Electronics,"Warehouse 1","Aisle 4",150,49.99,"Supplier C","Low Stock",NULL
1561,"Widget A",Clothing,"Warehouse 3","Aisle 2",50,49.99,"Supplier A","Low Stock",NULL
1562,"Gadget Y",Clothing,"Warehouse 2","Aisle 1",300,19.99,"Supplier C","In Stock",NULL
1562,"Widget B",Electronics,"Warehouse 2","Aisle 4",150,29.99,"Supplier C","Low Stock",2022-12-20
1563,"Gadget X",Furniture,"Warehouse 1","Aisle 2",150,49.99,"Supplier C","Low Stock",2022-12-20
1563,"Widget A",Electronics,"Warehouse 3","Aisle 2",200,49.99,"Supplier A","In Stock",2023-01-15
1565,"Gadget Z",Furniture,"Warehouse 3","Aisle 5",100,19.99,"Supplier C","Low Stock",2023-01-15
1565,"Widget A",Toys,"Warehouse 1","Aisle 3",300,19.99,"Supplier B","In Stock",NULL
1565,"Widget B",Clothing,"Warehouse 3","Aisle 5",NULL,49.99,"Supplier C","Out of Stock",2022-12-20
1566,"Widget B",Clothing,"Warehouse 3","Aisle 1",200,49.99,"Supplier D","In Stock",2023-04-25
1568,"Widget C",Clothing,"Warehouse 2","Aisle 1",300,49.99,"Supplier A","In Stock",2022-12-20
1569,"Gadget X",Clothing,"Warehouse 1","Aisle 3",NULL,49.99,"Supplier A","Out of Stock",2023-04-25
1569,"Gadget Y",Electronics,"Warehouse 1","Aisle 4",50,29.99,"Supplier D","Low Stock",2023-04-25
1571,"Gadget X",Clothing,"Warehouse 3","Aisle 1",150,49.99,"Supplier C","Low Stock",2023-01-15
1573,"Widget A",Electronics,"Warehouse 2","Aisle 3",100,29.99,"Supplier A","Low Stock",2023-04-25
1574,"Gadget Z",Furniture,"Warehouse 3","Aisle 1",100,49.99,"Supplier A","Low Stock",2023-04-25
1574,"Widget A",Furniture,"Warehouse 2","Aisle 4",50,9.99,"Supplier D","Low Stock",2023-01-15
1576,"Widget B",Electronics,"Warehouse 2","Aisle 1",200,49.99,"Supplier B","In Stock",2023-03-05
1577,"Gadget Y",Furniture,"Warehouse 2","Aisle 2",150,19.99,"Supplier B","Low Stock",NULL
1580,"Gadget Y",Electronics,"Warehouse 3","Aisle 2",100,29.99,"Supplier C","Low Stock",NULL
1586,"Gadget Z",Clothing,"Warehouse 3","Aisle 4",150,29.99,"Supplier A","Low Stock",2022-12-20
1587,"Widget A",Furniture,"Warehouse 3","Aisle 3",50,49.99,"Supplier B","Low Stock",2023-04-25
1592,"Widget B",Furniture,"Warehouse 2","Aisle 2",300,49.99,"Supplier D","In Stock",2022-12-20
1600,"Gadget Z",Electronics,"Warehouse 3","Aisle 5",300,49.99,"Supplier B","In Stock",2023-01-15
1600,"Widget C",Clothing,"Warehouse 2","Aisle 1",NULL,29.99,"Supplier D","Out of Stock",2022-12-20
1601,"Widget B",Toys,"Warehouse 3","Aisle 3",NULL,49.99,"Supplier D","Out of Stock",2023-04-25
1603,"Gadget Y",Furniture,"Warehouse 2","Aisle 3",300,9.99,"Supplier C","In Stock",2023-03-05
1604,"Widget C",Furniture,"Warehouse 2","Aisle 4",200,29.99,"Supplier D","In Stock",2023-01-15
1606,"Widget A",Clothing,"Warehouse 2","Aisle 5",NULL,19.99,"Supplier D","Out of Stock",NULL
1606,"Widget C",Furniture,"Warehouse 2","Aisle 2",100,49.99,"Supplier D","Low Stock",2023-04-25
1607,"Gadget Y",Clothing,"Warehouse 3","Aisle 2",200,29.99,"Supplier A","In Stock",2023-01-15
1608,"Widget A",Furniture,"Warehouse 2","Aisle 1",50,49.99,"Supplier C","Low Stock",2023-01-15
1609,"Gadget Y",Clothing,"Warehouse 2","Aisle 1",NULL,19.99,"Supplier D","Out of Stock",2023-03-05
1610,"Widget C",Clothing,"Warehouse 3","Aisle 5",300,19.99,"Supplier D","In Stock",2022-12-20
1611,"Gadget Y",Electronics,"Warehouse 2","Aisle 2",50,19.99,"Supplier A","Low Stock",2023-03-05
1612,"Gadget Z",Electronics,"Warehouse 3","Aisle 3",NULL,19.99,"Supplier B","Out of Stock",NULL
1614,"Gadget Y",Electronics,"Warehouse 3","Aisle 3",300,9.99,"Supplier B","In Stock",2023-03-05
1616,"Gadget Y",Toys,"Warehouse 3","Aisle 5",100,19.99,"Supplier B","Low Stock",2023-03-05
1619,"Gadget Z",Clothing,"Warehouse 2","Aisle 2",100,29.99,"Supplier B","Low Stock",NULL
1619,"Widget A",Electronics,"Warehouse 2","Aisle 1",200,19.99,"Supplier C","In Stock",NULL
1623,"Widget B",Furniture,"Warehouse 2","Aisle 4",300,29.99,"Supplier B","In Stock",2023-04-25
1624,"Gadget Z",Clothing,"Warehouse 2","Aisle 2",300,49.99,"Supplier D","In Stock",NULL
1627,"Gadget Y",Furniture,"Warehouse 2","Aisle 4",50,29.99,"Supplier A","Low Stock",2023-03-05
1627,"Widget A",Furniture,"Warehouse 1","Aisle 5",100,49.99,"Supplier D","Low Stock",2023-04-25
1633,"Gadget X",Electronics,"Warehouse 1","Aisle 4",50,19.99,"Supplier A","Low Stock",NULL
1633,"Widget A",Toys,"Warehouse 1","Aisle 3",NULL,9.99,"Supplier C","Out of Stock",NULL
1633,"Widget C",Electronics,"Warehouse 3","Aisle 2",NULL,19.99,"Supplier C","Out of Stock",NULL
1635,"Gadget X",Electronics,"Warehouse 1","Aisle 1",150,29.99,"Supplier A","Low Stock",2023-03-05
1637,"Widget B",Furniture,"Warehouse 3","Aisle 4",NULL,29.99,"Supplier B","Out of Stock",2023-03-05
1638,"Widget A",Furniture,"Warehouse 3","Aisle 5",300,29.99,"Supplier C","In Stock",2023-03-05
1639,"Widget B",Electronics,"Warehouse 1","Aisle 5",200,9.99,"Supplier D","In Stock",2023-01-15
1639,"Widget C",Electronics,"Warehouse 2","Aisle 2",50,29.99,"Supplier C","Low Stock",2022-12-20
1640,"Gadget Z",Clothing,"Warehouse 3","Aisle 5",200,29.99,"Supplier A","In Stock",2023-01-15
1640,"Widget A",Toys,"Warehouse 3","Aisle 5",200,49.99,"Supplier D","In Stock",2023-03-05
1641,"Widget C",Furniture,"Warehouse 2","Aisle 3",50,29.99,"Supplier D","Low Stock",2023-01-15
1642,"Widget C",Electronics,"Warehouse 3","Aisle 4",300,29.99,"Supplier D","In Stock",NULL
1645,"Widget C",Clothing,"Warehouse 1","Aisle 2",100,49.99,"Supplier C","Low Stock",2023-01-15
1646,"Widget A",Electronics,"Warehouse 1","Aisle 2",NULL,49.99,"Supplier A","Out of Stock",2023-01-15
1647,"Gadget X",Electronics,"Warehouse 2","Aisle 2",150,49.99,"Supplier C","Low Stock",2022-12-20
1647,"Gadget Y",Clothing,"Warehouse 2","Aisle 5",NULL,49.99,"Supplier B","Out of Stock",NULL
1647,"Gadget Z",Electronics,"Warehouse 1","Aisle 1",150,49.99,"Supplier A","Low Stock",2022-12-20
1648,"Gadget Z",Electronics,"Warehouse 2","Aisle 4",200,29.99,"Supplier C","In Stock",NULL
1651,"Gadget X",Furniture,"Warehouse 1","Aisle 4",200,19.99,"Supplier A","In Stock",2023-03-05
1652,"Gadget Z",Toys,"Warehouse 1","Aisle 1",NULL,49.99,"Supplier B","Out of Stock",2022-12-20
1652,"Widget B",Toys,"Warehouse 2","Aisle 1",300,9.99,"Supplier C","In Stock",2022-12-20
1654,"Widget A",Toys,"Warehouse 2","Aisle 5",100,49.99,"Supplier A","Low Stock",2023-04-25
1655,"Gadget Y",Furniture,"Warehouse 3","Aisle 2",NULL,49.99,"Supplier D","Out of Stock",2023-04-25
1655,"Widget A",Clothing,"Warehouse 3","Aisle 5",300,49.99,"Supplier C","In Stock",2023-01-15
1656,"Gadget Z",Furniture,"Warehouse 1","Aisle 5",50,9.99,"Supplier A","Low Stock",2023-03-05
1658,"Gadget Y",Furniture,"Warehouse 1","Aisle 2",150,19.99,"Supplier C","Low Stock",NULL
1658,"Widget A",Toys,"Warehouse 1","Aisle 4",150,19.99,"Supplier B","Low Stock",NULL
1658,"Widget C",Furniture,"Warehouse 1","Aisle 1",150,9.99,"Supplier B","Low Stock",2022-12-20
1659,"Gadget X",Furniture,"Warehouse 3","Aisle 1",300,49.99,"Supplier C","In Stock",2023-01-15
1659,"Gadget Z",Clothing,"Warehouse 2","Aisle 1",200,19.99,"Supplier B","In Stock",NULL
1661,"Widget A",Clothing,"Warehouse 2","Aisle 1",50,49.99,"Supplier C","Low Stock",2023-03-05
1662,"Gadget X",Toys,"Warehouse 2","Aisle 3",100,29.99,"Supplier C","Low Stock",NULL
1662,"Widget A",Electronics,"Warehouse 3","Aisle 3",150,19.99,"Supplier D","Low Stock",2023-03-05
1663,"Widget A",Furniture,"Warehouse 2","Aisle 5",50,49.99,"Supplier C","Low Stock",2023-03-05
1663,"Widget B",Furniture,"Warehouse 3","Aisle 1",200,19.99,"Supplier C","In Stock",2023-01-15
1664,"Gadget Y",Furniture,"Warehouse 2","Aisle 4",150,9.99,"Supplier A","Low Stock",2022-12-20
1669,"Gadget Y",Electronics,"Warehouse 2","Aisle 2",50,49.99,"Supplier B","Low Stock",NULL
1669,"Widget B",Furniture,"Warehouse 2","Aisle 4",150,19.99,"Supplier C","Low Stock",NULL
1671,"Gadget Y",Electronics,"Warehouse 1","Aisle 4",100,29.99,"Supplier B","Low Stock",2023-03-05
1671,"Widget B",Electronics,"Warehouse 3","Aisle 3",200,29.99,"Supplier B","In Stock",2022-12-20
1671,"Widget C",Toys,"Warehouse 3","Aisle 3",200,19.99,"Supplier A","In Stock",NULL
1674,"Gadget X",Clothing,"Warehouse 1","Aisle 3",300,29.99,"Supplier B","In Stock",2023-04-25
1674,"Widget B",Clothing,"Warehouse 3","Aisle 4",200,19.99,"Supplier A","In Stock",2022-12-20
1675,"Gadget X",Furniture,"Warehouse 1","Aisle 4",NULL,49.99,"Supplier D","Out of Stock",2022-12-20
1675,"Gadget Z",Toys,"Warehouse 2","Aisle 2",150,29.99,"Supplier D","Low Stock",2023-03-05
1675,"Widget A",Furniture,"Warehouse 1","Aisle 3",50,9.99,"Supplier B","Low Stock",2022-12-20
